Series Name,Series Code,Country Name,Country Code,2010 [YR2010]
Population growth (annual %),SP.POP.GROW,Lithuania,LTU,-2.09694341985475
Population growth (annual %),SP.POP.GROW,Low & middle income,LMY,1.31831051579007
Population growth (annual %),SP.POP.GROW,Low income,LIC,2.74082848514161
Population growth (annual %),SP.POP.GROW,Lower middle income,LMC,1.56939285149048
Population growth (annual %),SP.POP.GROW,Luxembourg,LUX,1.8254058035237
Population growth (annual %),SP.POP.GROW,"Macao SAR, China",MAC,2.21948288791181
Population growth (annual %),SP.POP.GROW,Madagascar,MDG,2.79267649390527
Population growth (annual %),SP.POP.GROW,Malawi,MWI,2.87065408031325
Population growth (annual %),SP.POP.GROW,Malaysia,MYS,1.69100946649984
Population growth (annual %),SP.POP.GROW,Maldives,MDV,3.43202635768944
Population growth (annual %),SP.POP.GROW,Mali,MLI,3.15863381986127
Population growth (annual %),SP.POP.GROW,Malta,MLT,0.49118281065151
Population growth (annual %),SP.POP.GROW,Marshall Islands,MHL,0.188250393023619
Population growth (annual %),SP.POP.GROW,Mauritania,MRT,2.926972491675
Population growth (annual %),SP.POP.GROW,Mauritius,MUS,0.237886692890185
Population growth (annual %),SP.POP.GROW,Mexico,MEX,1.43814066910139
Population growth (annual %),SP.POP.GROW,"Micronesia, Fed. Sts.",FSM,-0.0534273667674984
Population growth (annual %),SP.POP.GROW,Middle East & North Africa,MEA,2.126041020635
Population growth (annual %),SP.POP.GROW,Middle East & North Africa (excluding high income),MNA,1.79775424707678
Population growth (annual %),SP.POP.GROW,Middle East & North Africa (IDA & IBRD countries),TMN,1.78824312784283
Population growth (annual %),SP.POP.GROW,Middle income,MIC,1.17590508210881
Population growth (annual %),SP.POP.GROW,Moldova,MDA,-0.0998632072433329
Population growth (annual %),SP.POP.GROW,Monaco,MCO,1.08991365797569
Population growth (annual %),SP.POP.GROW,Mongolia,MNG,1.70974126800063
Population growth (annual %),SP.POP.GROW,Montenegro,MNE,0.183239906425096
Population growth (annual %),SP.POP.GROW,Morocco,MAR,1.2892074374743
Population growth (annual %),SP.POP.GROW,Mozambique,MOZ,2.74365674235719
Population growth (annual %),SP.POP.GROW,Myanmar,MMR,0.695008953862852
Population growth (annual %),SP.POP.GROW,Namibia,NAM,1.8018943127387
Population growth (annual %),SP.POP.GROW,Nauru,NRU,0.641477593094623
Population growth (annual %),SP.POP.GROW,Nepal,NPL,0.481202592360838
Population growth (annual %),SP.POP.GROW,Netherlands,NLD,0.512923100553586
Population growth (annual %),SP.POP.GROW,New Caledonia,NCL,1.53321542873142
Population growth (annual %),SP.POP.GROW,New Zealand,NZL,1.1117260560215
Population growth (annual %),SP.POP.GROW,Nicaragua,NIC,1.35737160705997
Population growth (annual %),SP.POP.GROW,Niger,NER,3.84416665603582
Population growth (annual %),SP.POP.GROW,Nigeria,NGA,2.67144283048865
Population growth (annual %),SP.POP.GROW,North America,NAC,0.860906957950519
Population growth (annual %),SP.POP.GROW,North Macedonia,MKD,0.21107377513823
Population growth (annual %),SP.POP.GROW,Northern Mariana Islands,MNP,-0.412333593957157
Population growth (annual %),SP.POP.GROW,Norway,NOR,1.24566617956207
Population growth (annual %),SP.POP.GROW,Not classified,INX,..
Population growth (annual %),SP.POP.GROW,OECD members,OED,0.660299135312229
Population growth (annual %),SP.POP.GROW,Oman,OMN,5.58643325914853
Population growth (annual %),SP.POP.GROW,Other small states,OSS,2.49084795267571
Population growth (annual %),SP.POP.GROW,Pacific island small states,PSS,1.28961347729557
Population growth (annual %),SP.POP.GROW,Pakistan,PAK,2.19703454391766
Population growth (annual %),SP.POP.GROW,Palau,PLW,-1.85415310682776
Population growth (annual %),SP.POP.GROW,Panama,PAN,1.75791916002705
Population growth (annual %),SP.POP.GROW,Papua New Guinea,PNG,2.29321319778709
Population growth (annual %),SP.POP.GROW,Paraguay,PRY,1.35430829278367
Population growth (annual %),SP.POP.GROW,Peru,PER,0.812925977468265
Population growth (annual %),SP.POP.GROW,Philippines,PHL,1.6661133640265
Population growth (annual %),SP.POP.GROW,Poland,POL,-0.285609121534849
Population growth (annual %),SP.POP.GROW,Portugal,PRT,0.0459100367184907
Population growth (annual %),SP.POP.GROW,Post-demographic dividend,PST,0.466184669545086
Population growth (annual %),SP.POP.GROW,Pre-demographic dividend,PRE,2.89786209331851
Population growth (annual %),SP.POP.GROW,Puerto Rico,PRI,-0.506170056982176
Population growth (annual %),SP.POP.GROW,Qatar,QAT,11.4833710187286
Population growth (annual %),SP.POP.GROW,Romania,ROU,-0.593959183588628
Population growth (annual %),SP.POP.GROW,Russian Federation,RUS,0.0448957880908489
Population growth (annual %),SP.POP.GROW,Rwanda,RWA,2.58885008064935
Population growth (annual %),SP.POP.GROW,Samoa,WSM,0.750886801099452
Population growth (annual %),SP.POP.GROW,San Marino,SMR,1.27648962734242
Population growth (annual %),SP.POP.GROW,Sao Tome and Principe,STP,2.52364978563294
Population growth (annual %),SP.POP.GROW,Saudi Arabia,SAU,2.92764323588465
Population growth (annual %),SP.POP.GROW,Senegal,SEN,2.74312787749023
Population growth (annual %),SP.POP.GROW,Serbia,SRB,-0.402005900874718
Population growth (annual %),SP.POP.GROW,Seychelles,SYC,2.79232906929128
Population growth (annual %),SP.POP.GROW,Sierra Leone,SLE,2.25256721055559
Population growth (annual %),SP.POP.GROW,Singapore,SGP,1.77183287926401
Population growth (annual %),SP.POP.GROW,Sint Maarten (Dutch part),SXM,-0.532990982673547
Population growth (annual %),SP.POP.GROW,Slovak Republic,SVK,0.0931912731899838
Population growth (annual %),SP.POP.GROW,Slovenia,SVN,0.43607948463593
Population growth (annual %),SP.POP.GROW,Small states,SST,2.05348922676998
Population growth (annual %),SP.POP.GROW,Solomon Islands,SLB,2.43127551805425
Population growth (annual %),SP.POP.GROW,Somalia,SOM,2.74573941935183
Population growth (annual %),SP.POP.GROW,South Africa,ZAF,1.45528193348191
Population growth (annual %),SP.POP.GROW,South Asia,SAS,1.43492162815882
Population growth (annual %),SP.POP.GROW,South Asia (IDA & IBRD),TSA,1.43492162815882
Population growth (annual %),SP.POP.GROW,South Sudan,SSD,3.9265272772907
Population growth (annual %),SP.POP.GROW,Spain,ESP,0.460408305051304
Population growth (annual %),SP.POP.GROW,Sri Lanka,LKA,0.684559602845539
Population growth (annual %),SP.POP.GROW,St. Kitts and Nevis,KNA,0.844180814941206
Population growth (annual %),SP.POP.GROW,St. Lucia,LCA,1.07937464193729
Population growth (annual %),SP.POP.GROW,St. Martin (French part),MAF,0.538941033954403
Population growth (annual %),SP.POP.GROW,St. Vincent and the Grenadines,VCT,-0.0304775276772351
Population growth (annual %),SP.POP.GROW,Sub-Saharan Africa,SSF,2.76352652372771
Population growth (annual %),SP.POP.GROW,Sub-Saharan Africa (excluding high income),SSA,2.76351948743712
Population growth (annual %),SP.POP.GROW,Sub-Saharan Africa (IDA & IBRD countries),TSS,2.76352652372771
Population growth (annual %),SP.POP.GROW,Sudan,SDN,2.22824511570542
Population growth (annual %),SP.POP.GROW,Suriname,SUR,1.14290868393583
Population growth (annual %),SP.POP.GROW,Sweden,SWE,0.852524628765313
Population growth (annual %),SP.POP.GROW,Switzerland,CHE,1.0415580576588
Population growth (annual %),SP.POP.GROW,Syrian Arab Republic,SYR,0.736079607629261
Population growth (annual %),SP.POP.GROW,Tajikistan,TJK,2.18439215473896
Population growth (annual %),SP.POP.GROW,Tanzania,TZA,2.91188894130246
Population growth (annual %),SP.POP.GROW,Thailand,THA,0.489622687570703
Population growth (annual %),SP.POP.GROW,Timor-Leste,TLS,1.77428525606029
Population growth (annual %),SP.POP.GROW,Togo,TGO,2.6962976659218
Population growth (annual %),SP.POP.GROW,Tonga,TON,0.0808166372313784
Population growth (annual %),SP.POP.GROW,Trinidad and Tobago,TTO,0.54532583381721
Population growth (annual %),SP.POP.GROW,Tunisia,TUN,1.0354454908345
Population growth (annual %),SP.POP.GROW,Turkiye,TUR,1.40008860606542
Population growth (annual %),SP.POP.GROW,Turkmenistan,TKM,1.57024944886588
Population growth (annual %),SP.POP.GROW,Turks and Caicos Islands,TCA,2.24498908392546
Population growth (annual %),SP.POP.GROW,Tuvalu,TUV,1.03182342783917
Population growth (annual %),SP.POP.GROW,Uganda,UGA,3.18660981826466
Population growth (annual %),SP.POP.GROW,Ukraine,UKR,-0.397263167656909
Population growth (annual %),SP.POP.GROW,United Arab Emirates,ARE,7.68722216681039
Population growth (annual %),SP.POP.GROW,United Kingdom,GBR,0.783888646646516
Population growth (annual %),SP.POP.GROW,United States,USA,0.829616674709795
Population growth (annual %),SP.POP.GROW,Upper middle income,UMC,0.69294673393081
Population growth (annual %),SP.POP.GROW,Uruguay,URY,0.286095677460416
Population growth (annual %),SP.POP.GROW,Uzbekistan,UZB,2.82284968340424
Population growth (annual %),SP.POP.GROW,Vanuatu,VUT,2.56070245091676
Population growth (annual %),SP.POP.GROW,"Venezuela, RB",VEN,1.44831682023004
Population growth (annual %),SP.POP.GROW,Vietnam,VNM,1.00012883807904
Population growth (annual %),SP.POP.GROW,Virgin Islands (U.S.),VIR,-0.0433657352905335
Population growth (annual %),SP.POP.GROW,West Bank and Gaza,PSE,2.59703221798976
Population growth (annual %),SP.POP.GROW,World,WLD,1.20330803304117
Population growth (annual %),SP.POP.GROW,"Yemen, Rep.",YEM,2.79576596218166
Population growth (annual %),SP.POP.GROW,Zambia,ZMB,2.914654960089
Population growth (annual %),SP.POP.GROW,Zimbabwe,ZWE,1.35396387573417
Rural population (% of total population),SP.RUR.TOTL.ZS,Afghanistan,AFG,76.263
Rural population (% of total population),SP.RUR.TOTL.ZS,Africa Eastern and Southern,AFE,67.8065901995839
Rural population (% of total population),SP.RUR.TOTL.ZS,Africa Western and Central,AFW,58.3741205492766
Rural population (% of total population),SP.RUR.TOTL.ZS,Albania,ALB,47.837
Rural population (% of total population),SP.RUR.TOTL.ZS,Algeria,DZA,32.46
Rural population (% of total population),SP.RUR.TOTL.ZS,American Samoa,ASM,12.406
Rural population (% of total population),SP.RUR.TOTL.ZS,Andorra,AND,11.181
Rural population (% of total population),SP.RUR.TOTL.ZS,Angola,AGO,40.217
Rural population (% of total population),SP.RUR.TOTL.ZS,Antigua and Barbuda,ATG,73.762
Rural population (% of total population),SP.RUR.TOTL.ZS,Arab World,ARB,43.5591194815926
Rural population (% of total population),SP.RUR.TOTL.ZS,Argentina,ARG,9.151
Rural population (% of total population),SP.RUR.TOTL.ZS,Armenia,ARM,36.56
Rural population (% of total population),SP.RUR.TOTL.ZS,Aruba,ABW,56.941
Rural population (% of total population),SP.RUR.TOTL.ZS,Australia,AUS,14.818
Rural population (% of total population),SP.RUR.TOTL.ZS,Austria,AUT,42.601
Rural population (% of total population),SP.RUR.TOTL.ZS,Azerbaijan,AZE,46.594
Rural population (% of total population),SP.RUR.TOTL.ZS,"Bahamas, The",BHS,17.573
Rural population (% of total population),SP.RUR.TOTL.ZS,Bahrain,BHR,11.366
Rural population (% of total population),SP.RUR.TOTL.ZS,Bangladesh,BGD,69.538
Rural population (% of total population),SP.RUR.TOTL.ZS,Barbados,BRB,68.13
Rural population (% of total population),SP.RUR.TOTL.ZS,Belarus,BLR,25.328
Rural population (% of total population),SP.RUR.TOTL.ZS,Belgium,BEL,2.349
Rural population (% of total population),SP.RUR.TOTL.ZS,Belize,BLZ,54.772
Rural population (% of total population),SP.RUR.TOTL.ZS,Benin,BEN,56.907
Rural population (% of total population),SP.RUR.TOTL.ZS,Bermuda,BMU,0
Rural population (% of total population),SP.RUR.TOTL.ZS,Bhutan,BTN,65.207
Rural population (% of total population),SP.RUR.TOTL.ZS,Bolivia,BOL,33.57
Rural population (% of total population),SP.RUR.TOTL.ZS,Bosnia and Herzegovina,BIH,54.442
Rural population (% of total population),SP.RUR.TOTL.ZS,Botswana,BWA,37.588
Rural population (% of total population),SP.RUR.TOTL.ZS,Brazil,BRA,15.665
Rural population (% of total population),SP.RUR.TOTL.ZS,British Virgin Islands,VGB,55.186
Rural population (% of total population),SP.RUR.TOTL.ZS,Brunei Darussalam,BRN,25.039
Rural population (% of total population),SP.RUR.TOTL.ZS,Bulgaria,BGR,27.698
Rural population (% of total population),SP.RUR.TOTL.ZS,Burkina Faso,BFA,75.367
Rural population (% of total population),SP.RUR.TOTL.ZS,Burundi,BDI,89.358
Rural population (% of total population),SP.RUR.TOTL.ZS,Cabo Verde,CPV,38.179
Rural population (% of total population),SP.RUR.TOTL.ZS,Cambodia,KHM,79.706
Rural population (% of total population),SP.RUR.TOTL.ZS,Cameroon,CMR,48.441
Rural population (% of total population),SP.RUR.TOTL.ZS,Canada,CAN,19.063
Rural population (% of total population),SP.RUR.TOTL.ZS,Caribbean small states,CSS,49.5659777790461
Rural population (% of total population),SP.RUR.TOTL.ZS,Cayman Islands,CYM,0
Rural population (% of total population),SP.RUR.TOTL.ZS,Central African Republic,CAF,61.096
Rural population (% of total population),SP.RUR.TOTL.ZS,Central Europe and the Baltics,CEB,37.9739349755803
Rural population (% of total population),SP.RUR.TOTL.ZS,Chad,TCD,78.015
Rural population (% of total population),SP.RUR.TOTL.ZS,Channel Islands,CHI,68.946
Rural population (% of total population),SP.RUR.TOTL.ZS,Chile,CHL,12.926
Rural population (% of total population),SP.RUR.TOTL.ZS,China,CHN,50.774
Rural population (% of total population),SP.RUR.TOTL.ZS,Colombia,COL,22.036
Rural population (% of total population),SP.RUR.TOTL.ZS,Comoros,COM,72.027
Rural population (% of total population),SP.RUR.TOTL.ZS,"Congo, Dem. Rep.",COD,59.987
Rural population (% of total population),SP.RUR.TOTL.ZS,"Congo, Rep.",COG,36.744
Rural population (% of total population),SP.RUR.TOTL.ZS,Costa Rica,CRI,28.264
Rural population (% of total population),SP.RUR.TOTL.ZS,Cote d'Ivoire,CIV,52.67
Rural population (% of total population),SP.RUR.TOTL.ZS,Croatia,HRV,44.845
Rural population (% of total population),SP.RUR.TOTL.ZS,Cuba,CUB,23.403
Rural population (% of total population),SP.RUR.TOTL.ZS,Curacao,CUW,10.095
Rural population (% of total population),SP.RUR.TOTL.ZS,Cyprus,CYP,32.449
Rural population (% of total population),SP.RUR.TOTL.ZS,Czech Republic,CZE,26.745
Rural population (% of total population),SP.RUR.TOTL.ZS,Denmark,DNK,13.205
Rural population (% of total population),SP.RUR.TOTL.ZS,Djibouti,DJI,23.001
Rural population (% of total population),SP.RUR.TOTL.ZS,Dominica,DMA,31.906
Rural population (% of total population),SP.RUR.TOTL.ZS,Dominican Republic,DOM,26.247
Rural population (% of total population),SP.RUR.TOTL.ZS,Early-demographic dividend,EAR,58.0009353099657
Rural population (% of total population),SP.RUR.TOTL.ZS,East Asia & Pacific,EAS,48.0546629243371
Rural population (% of total population),SP.RUR.TOTL.ZS,East Asia & Pacific (excluding high income),EAP,52.3796357226558
Rural population (% of total population),SP.RUR.TOTL.ZS,East Asia & Pacific (IDA & IBRD countries),TEA,52.5418289307267
Rural population (% of total population),SP.RUR.TOTL.ZS,Ecuador,ECU,37.31
Rural population (% of total population),SP.RUR.TOTL.ZS,"Egypt, Arab Rep.",EGY,56.981
Rural population (% of total population),SP.RUR.TOTL.ZS,El Salvador,SLV,34.548
Rural population (% of total population),SP.RUR.TOTL.ZS,Equatorial Guinea,GNQ,34.06
Rural population (% of total population),SP.RUR.TOTL.ZS,Eritrea,ERI,64.825
Rural population (% of total population),SP.RUR.TOTL.ZS,Estonia,EST,31.906
Rural population (% of total population),SP.RUR.TOTL.ZS,Eswatini,SWZ,77.52
Rural population (% of total population),SP.RUR.TOTL.ZS,Ethiopia,ETH,82.681
Rural population (% of total population),SP.RUR.TOTL.ZS,Euro area,EMU,24.718301950354
Rural population (% of total population),SP.RUR.TOTL.ZS,Europe & Central Asia,ECS,29.2287898982607
Rural population (% of total population),SP.RUR.TOTL.ZS,Europe & Central Asia (excluding high income),ECA,33.6851199963745
Rural population (% of total population),SP.RUR.TOTL.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,34.8410974572673
Rural population (% of total population),SP.RUR.TOTL.ZS,European Union,EUU,27.0276738485916
Rural population (% of total population),SP.RUR.TOTL.ZS,Faroe Islands,FRO,59.074
Rural population (% of total population),SP.RUR.TOTL.ZS,Fiji,FJI,47.829
Rural population (% of total population),SP.RUR.TOTL.ZS,Finland,FIN,16.23
Rural population (% of total population),SP.RUR.TOTL.ZS,Fragile and conflict affected situations,FCS,59.8995970379913
Rural population (% of total population),SP.RUR.TOTL.ZS,France,FRA,21.631
Rural population (% of total population),SP.RUR.TOTL.ZS,French Polynesia,PYF,39.683
Rural population (% of total population),SP.RUR.TOTL.ZS,Gabon,GAB,14.467
Rural population (% of total population),SP.RUR.TOTL.ZS,"Gambia, The",GMB,44.338
Rural population (% of total population),SP.RUR.TOTL.ZS,Georgia,GEO,44.465
Rural population (% of total population),SP.RUR.TOTL.ZS,Germany,DEU,23.034
Rural population (% of total population),SP.RUR.TOTL.ZS,Ghana,GHA,49.287
Rural population (% of total population),SP.RUR.TOTL.ZS,Gibraltar,GIB,0
Rural population (% of total population),SP.RUR.TOTL.ZS,Greece,GRC,23.708
Rural population (% of total population),SP.RUR.TOTL.ZS,Greenland,GRL,15.617
Rural population (% of total population),SP.RUR.TOTL.ZS,Grenada,GRD,64.135
Rural population (% of total population),SP.RUR.TOTL.ZS,Guam,GUM,5.901
Rural population (% of total population),SP.RUR.TOTL.ZS,Guatemala,GTM,51.597
Rural population (% of total population),SP.RUR.TOTL.ZS,Guinea,GIN,66.322
Rural population (% of total population),SP.RUR.TOTL.ZS,Guinea-Bissau,GNB,59.889
Rural population (% of total population),SP.RUR.TOTL.ZS,Guyana,GUY,73.366
Rural population (% of total population),SP.RUR.TOTL.ZS,Haiti,HTI,52.491
Rural population (% of total population),SP.RUR.TOTL.ZS,Heavily indebted poor countries (HIPC),HPC,67.5293023173141
Rural population (% of total population),SP.RUR.TOTL.ZS,High income,HIC,20.5325067797996
Rural population (% of total population),SP.RUR.TOTL.ZS,Honduras,HND,48.115
Rural population (% of total population),SP.RUR.TOTL.ZS,"Hong Kong SAR, China",HKG,0
Rural population (% of total population),SP.RUR.TOTL.ZS,Hungary,HUN,31.089
Rural population (% of total population),SP.RUR.TOTL.ZS,IBRD only,IBD,..
Rural population (% of total population),SP.RUR.TOTL.ZS,Iceland,ISL,6.426
Rural population (% of total population),SP.RUR.TOTL.ZS,IDA & IBRD total,IBT,53.9053006634763
Rural population (% of total population),SP.RUR.TOTL.ZS,IDA blend,IDB,..
Rural population (% of total population),SP.RUR.TOTL.ZS,IDA only,IDX,..
Rural population (% of total population),SP.RUR.TOTL.ZS,IDA total,IDA,..
Rural population (% of total population),SP.RUR.TOTL.ZS,India,IND,69.07
Rural population (% of total population),SP.RUR.TOTL.ZS,Indonesia,IDN,50.086
Rural population (% of total population),SP.RUR.TOTL.ZS,"Iran, Islamic Rep.",IRN,29.374
Rural population (% of total population),SP.RUR.TOTL.ZS,Iraq,IRQ,30.897
Rural population (% of total population),SP.RUR.TOTL.ZS,Ireland,IRL,38.458
Rural population (% of total population),SP.RUR.TOTL.ZS,Isle of Man,IMN,48.006
